,CVaR,Mean
0,0.041132473234091256,0.00023472888147761192
1,0.039881669209724434,0.0002389888582304893
2,0.038260206541138146,0.00024324883498336665
3,0.03687583358202369,0.00024750881173624405
4,0.035023509930880416,0.0002517687884891214
5,0.03376438739364928,0.0002560287652419988
6,0.03240680686244079,0.00026028874199487614
7,0.03145680459605785,0.0002645487187477535
8,0.02983651763708921,0.0002688086955006309
9,0.029466181937392383,0.00027306867225350824
10,0.02866930382876952,0.0002773286490063856
11,0.028442094661387054,0.00028158862575926297
12,0.028166725194720264,0.00028584860251214034
13,0.02775686983862705,0.0002901085792650177
14,0.027476271930339965,0.00029436855601789507
15,0.026997633166166272,0.00029862853277077243
16,0.026898314885179797,0.0003028885095236498
17,0.02673358719481038,0.00030714848627652716
18,0.02652211927124978,0.00031140846302940453
19,0.026130981820708436,0.0003156684397822819
20,0.02597439082883498,0.00031992841653515926
21,0.02584531784956025,0.0003241883932880366
22,0.025940058325584388,0.000328448370040914
23,0.025894966887057867,0.00033270834679379136
24,0.025730459109193346,0.0003369683235466687
25,0.025732913935556812,0.0003412283002995461
26,0.025760136273236336,0.00034548827705242345
27,0.0259686579125547,0.0003497482538053008
28,0.025732641772396106,0.0003540082305581782
29,0.02575412075622952,0.00035826820731105555
30,0.02575926116852944,0.0003625281840639329
31,0.025787140543666556,0.0003667881608168103
32,0.025787083606707242,0.00037104813756968765
33,0.025865260782322652,0.000375308114322565
34,0.026242386639677134,0.0003795680910754424
35,0.026280888492480493,0.00038382806782831974
36,0.026281593964588984,0.0003880880445811971
37,0.026188892279822493,0.00039234802133407447
38,0.026250485322373517,0.00039660799808695184
39,0.026298900578258188,0.0004008679748398292
40,0.026360154774635224,0.00040512795159270657
41,0.026451283639302783,0.00040938792834558393
42,0.026492848513239603,0.0004136479050984613
43,0.026831323329511797,0.00041790788185133867
44,0.027072632476770688,0.00042216785860421603
45,0.027081043350883908,0.0004264278353570934
46,0.026855778191869902,0.00043068781210997076
47,0.026975285246288117,0.0004349477888628481
48,0.02756991185771615,0.0004392077656157255
49,0.027379442264090344,0.0004434677423686029
50,0.0275116262811046,0.0004477277191214802
51,0.02755270387831758,0.00045198769587435764
52,0.027943145953651632,0.00045624767262723495
53,0.02803376444405258,0.0004605076493801124
54,0.028129924858311672,0.0004647676261329897
55,0.028278153476593883,0.0004690276028858671
56,0.028152626120340613,0.0004732875796387444
57,0.028510485330380447,0.00047754755639162184
58,0.028437160845902764,0.00048180753314449915
59,0.02857943468777454,0.00048606750989737657
60,0.028722587375067464,0.0004903274866502539
61,0.02934255619249188,0.0004945874634031313
62,0.02900136677516496,0.0004988474401560086
63,0.02930198338210908,0.000503107416908886
64,0.029293027650515936,0.0005073673936617633
65,0.029441317277851556,0.0005116273704146408
66,0.029861043509327702,0.0005158873471675181
67,0.02992765618699741,0.0005201473239203955
68,0.030561121646571352,0.0005244073006732728
69,0.03026177791288599,0.0005286672774261502
70,0.030220554550599993,0.0005329272541790275
71,0.03063005308849817,0.000537187230931905
72,0.030761330866181696,0.0005414472076847823
73,0.03091068695375543,0.0005457071844376597
74,0.03104689386407826,0.000549967161190537
75,0.031173621413362027,0.0005542271379434144
76,0.03133396577808835,0.0005584871146962917
77,0.031483198647422286,0.0005627470914491691
78,0.03163799490186239,0.0005670070682020465
79,0.03181586769949505,0.0005712670449549239
80,0.03197248954550271,0.0005755270217078012
81,0.031970586135434374,0.0005797869984606786
82,0.03313784313553093,0.0005840469752135559
83,0.0324276527154842,0.0005883069519664333
84,0.03256779076757514,0.0005925669287193106
85,0.03319530105472356,0.0005968269054721881
86,0.033055704860277306,0.0006010868822250654
87,0.03328369758571616,0.0006053468589779428
88,0.03353549522568548,0.0006096068357308201
89,0.03378916260037969,0.0006138668124836975
90,0.034017487760349706,0.0006181267892365748
91,0.034272401695737295,0.0006223867659894523
92,0.03451196673705323,0.0006266467427423296
93,0.03483414605982178,0.000630906719495207
94,0.03501400717627208,0.0006351666962480843
95,0.03521593466436559,0.0006394266730009617
96,0.03561137931522357,0.0006436866497538391
97,0.035997114167692114,0.0006479466265067165
98,0.03612851259250323,0.0006522066032595939
99,0.0366168663194577,0.0006564665800124712
